,Candidate Ref,DOJ Extended,Duration to accept offer,Notice period,Offered band,Pecent hike expected in CTC,Percent hike offered in CTC,Percent difference CTC,Joining Bonus,Candidate relocate actual,Gender,Candidate Source,Rex in Yrs,LOB,Location,Age,Status
11459,3600829,Yes,10.0,0,E2,86.67,60.0,-14.29,No,No,Male,Agency,8,BFSI,Bangalore,34,Joined
11460,3600833,Yes,33.0,30,E1,30.77,26.92,-2.94,No,Yes,Male,Direct,6,EAS,Chennai,34,Joined
11462,3601161,Yes,41.0,30,E2,32.08,32.08,0.0,No,No,Female,Direct,6,INFRA,Noida,34,Joined
11463,3601205,No,1.0,0,E1,64.47,53.51,-6.67,No,No,Female,Employee Referral,4,AXON,Noida,34,Joined
11465,3605890,No,26.0,90,E1,0.0,0.0,0.0,No,No,Female,Direct,1,BFSI,Chennai,34,Joined
11466,3605927,No,21.189619305179946,0,E0,0.06,0.0,-0.06,No,No,Male,Direct,0,BSERV,Noida,34,Joined
11467,3606060,No,21.189619305179946,0,E0,0.04,0.0,-0.04,No,No,Male,Direct,3,BSERV,Noida,34,Joined
11468,3606185,Yes,21.189619305179946,0,E0,0.05,0.0,-0.05,No,No,Male,Direct,2,BSERV,Noida,34,Joined
11470,3606202,No,2.0,30,E1,0.0,4.65,4.65,No,No,Female,Agency,5,ERS,Pune,34,Joined
11471,3606205,No,21.189619305179946,0,E0,0.06,0.0,-0.06,No,No,Male,Direct,0,BSERV,Noida,34,Joined
11472,3606220,Yes,6.0,0,E1,34.62,25.0,-7.14,Yes,No,Male,Agency,4,ERS,Noida,34,Joined
11474,3606243,No,21.189619305179946,0,E0,0.07,0.0,-0.07,No,No,Male,Direct,0,BSERV,Noida,34,Joined
11475,3606257,Yes,21.189619305179946,0,E0,0.06,0.0,-0.06,No,No,Male,Direct,1,BSERV,Noida,34,Joined
11476,3606291,Yes,21.189619305179946,0,E0,0.07,0.0,-0.07,No,No,Male,Direct,0,BSERV,Noida,34,Not Joined
11478,3606318,No,32.0,30,E2,20.0,20.0,0.0,Yes,Yes,Male,Direct,6,ERS,Bangalore,34,Joined
11481,3606401,No,0.0,30,E1,66.67,66.67,0.0,No,No,Male,Agency,2,ERS,Noida,34,Joined
11482,3606444,Yes,21.189619305179946,0,E0,55.92,42.86,-8.38,No,No,Female,Employee Referral,0,BSERV,Chennai,34,Joined
11483,3606508,Yes,0.0,30,E2,66.67,66.67,0.0,No,No,Male,Direct,5,INFRA,Gurgaon,34,Joined
11486,3606766,No,21.189619305179946,0,E0,0.06,0.0,-0.06,No,No,Female,Direct,0,BSERV,Noida,34,Joined
11487,3606779,No,21.189619305179946,0,E0,0.05,0.0,-0.05,No,No,Male,Direct,1,BSERV,Noida,34,Joined
11488,3606783,Yes,21.189619305179946,0,E0,0.05,0.0,-0.05,No,No,Female,Direct,1,BSERV,Noida,34,Joined
11489,3606793,No,21.189619305179946,0,E0,6.53,0.0,-6.13,No,No,Male,Direct,1,BSERV,Noida,34,Joined
11490,3606810,Yes,22.0,30,E1,66.67,40.0,-16.0,No,No,Female,Employee Referral,3,INFRA,Noida,34,Joined
11494,3606907,Yes,21.189619305179946,0,E1,41.83766269635767,37.77201584732044,-2.0789156941299427,No,No,Male,Direct,1,CORP,Chennai,34,Joined
11495,3607007,No,-1.0,0,E1,44.51,44.51,0.0,No,No,Female,Direct,4,INFRA,Bangalore,34,Joined
11496,3607029,No,10.0,0,E1,45.45,45.45,0.0,No,Yes,Male,Direct,4,ETS,Noida,34,Joined
11499,3607111,Yes,21.189619305179946,0,E0,55.92,42.86,-8.38,No,No,Male,Employee Referral,0,BSERV,Chennai,34,Joined
11500,3607129,Yes,24.0,30,E1,40.63,56.25,11.11,No,Yes,Male,Agency,3,EAS,Chennai,34,Joined
11501,3607147,No,3.0,30,E1,60.0,66.67,4.17,No,Yes,Male,Direct,3,ETS,Hyderabad,34,Joined
11502,3607153,Yes,21.189619305179946,0,E0,55.92,42.86,-8.38,No,No,Male,Employee Referral,0,BSERV,Chennai,34,Joined
11503,3607185,Yes,21.189619305179946,30,E1,14.56,14.56,0.0,No,No,Female,Direct,7,CORP,Noida,34,Joined
11506,3607225,Yes,16.0,30,E1,30.95,30.95,0.0,No,Yes,Male,Direct,4,ETS,Bangalore,34,Joined
11508,3607343,Yes,21.189619305179946,0,E3,17.12,17.12,0.0,No,No,Female,Direct,10,SALES,Noida,34,Joined
11509,3607413,No,21.189619305179946,0,E0,0.07,0.0,-0.07,No,No,Male,Direct,0,BSERV,Noida,34,Joined
11510,3607449,No,21.189619305179946,90,E1,42.86,42.86,0.0,No,No,Male,Direct,1,CORP,Noida,34,Joined
11511,3607451,Yes,21.189619305179946,0,E0,0.06,0.0,-0.06,No,No,Male,Direct,0,BSERV,Noida,34,Joined
11512,3607472,No,21.189619305179946,90,E1,42.86,42.86,0.0,No,No,Male,Direct,1,CORP,Noida,34,Joined
11513,3607499,No,21.189619305179946,0,E1,33.33,33.33,0.0,No,No,Male,Direct,4,INFRA,Noida,34,Not Joined
11514,3607578,Yes,33.0,30,E2,0.0,-11.4,-11.4,Yes,No,Male,Employee Referral,10,EAS,Noida,34,Joined
11515,3607598,No,44.0,30,E1,57.34,39.86,-11.11,Yes,Yes,Female,Direct,2,ERS,Hyderabad,34,Joined
11516,3607628,No,21.189619305179946,0,E0,0.06,-5.73,-5.78,No,No,Male,Direct,0,BSERV,Noida,34,Joined
11517,3607642,Yes,18.0,60,E1,33.93,33.93,0.0,No,No,Male,Direct,2,ERS,Chennai,34,Joined
11518,3607650,Yes,21.189619305179946,0,E0,0.06,0.0,-0.06,No,No,Female,Direct,0,BSERV,Noida,34,Not Joined
11519,3607658,No,21.189619305179946,0,E0,0.07,0.0,-0.07,No,No,Male,Direct,0,BSERV,Noida,34,Joined
11520,3607703,Yes,29.0,30,E2,30.77,30.77,0.0,No,No,Male,Employee Referral,5,INFRA,Noida,34,Joined
11523,3611450,Yes,9.0,60,E2,23.81,14.29,-7.69,Yes,No,Male,Employee Referral,8,ETS,Chennai,34,Joined
11524,3611474,No,21.189619305179946,30,E2,42.86,37.14,-4.0,No,No,Male,Agency,1,INFRA,Chennai,34,Not Joined
11525,3611566,No,21.189619305179946,30,E2,17.46,19.05,1.35,No,No,Female,Direct,6,CORP,Noida,34,Joined
11527,3611691,No,0.0,30,E2,16.67,4.17,-10.71,No,No,Male,Agency,6,INFRA,Noida,34,Joined
11528,3611733,No,21.189619305179946,0,E0,0.06,-10.94,-10.99,No,No,Male,Employee Referral,0,BSERV,Noida,34,Not Joined
11529,3611757,No,21.189619305179946,0,E0,0.06,-10.94,-10.99,No,No,Male,Direct,0,BSERV,Noida,34,Joined
11530,3611764,Yes,21.189619305179946,0,E0,0.06,0.0,-0.06,No,No,Female,Direct,0,BSERV,Noida,34,Joined
11531,3611770,Yes,21.189619305179946,30,E1,75.68,75.68,0.0,No,No,Male,Agency,3,ETS,Bangalore,34,Not Joined
11532,3611794,Yes,21.189619305179946,0,E0,0.06,0.0,-0.06,No,No,Male,Direct,0,BSERV,Noida,34,Joined
11533,3611820,Yes,21.189619305179946,0,E0,0.04,0.0,-0.04,No,No,Male,Direct,3,BSERV,Noida,34,Not Joined
11534,3611903,No,21.189619305179946,0,E0,0.07,0.0,-0.07,No,No,Male,Direct,0,BSERV,Noida,34,Joined
11535,3612028,No,21.189619305179946,0,E0,0.06,0.0,-0.06,No,No,Male,Direct,0,BSERV,Noida,34,Not Joined
11536,3612049,Yes,21.189619305179946,0,E0,0.07,0.0,-0.07,No,No,Female,Direct,0,BSERV,Noida,34,Joined
11537,3612071,No,21.189619305179946,0,E0,0.03,0.0,-0.03,No,No,Male,Direct,1,BSERV,Noida,34,Joined
11538,3612094,No,21.189619305179946,0,E0,42.86,42.86,0.0,No,Yes,Male,Direct,3,BSERV,Coimbatore,34,Joined
11540,3612102,No,21.189619305179946,0,E0,0.06,0.0,-0.06,No,No,Male,Direct,0,BSERV,Noida,34,Joined
11541,3612111,No,21.189619305179946,0,E0,0.04,0.0,-0.04,No,No,Male,Direct,3,BSERV,Noida,34,Joined
11542,3612173,No,21.189619305179946,0,E0,0.04,0.0,-0.04,No,No,Male,Direct,4,BSERV,Noida,34,Not Joined
11545,3612218,No,21.189619305179946,0,E0,25.2,25.2,0.0,No,No,Male,Direct,2,BSERV,Coimbatore,34,Joined
11546,3612285,No,21.0,30,E2,40.35,29.82,-7.5,Yes,No,Male,Agency,7,ERS,Bangalore,34,Joined
11548,3612404,No,21.189619305179946,0,E0,0.01,0.0,-0.01,No,No,Male,Direct,7,BSERV,Noida,34,Not Joined
11549,3612451,No,2.0,30,E1,46.67,44.0,-1.82,No,No,Male,Employee Referral,1,INFRA,Noida,34,Joined
11552,3612737,Yes,16.0,0,E1,61.76,55.88,-3.64,No,No,Female,Agency,2,ERS,Hyderabad,34,Joined
11553,3612748,No,21.189619305179946,0,E0,0.05,0.0,-0.05,No,No,Male,Direct,1,BSERV,Noida,34,Not Joined
11554,3612791,Yes,16.0,30,E1,51.16,51.16,0.0,Yes,No,Male,Agency,4,ERS,Hyderabad,34,Joined
11555,3612796,No,21.189619305179946,0,E0,46.17,42.86,-2.27,No,No,Female,Direct,0,BSERV,Chennai,34,Joined
11556,3612804,No,21.189619305179946,0,E0,0.07,0.0,-0.07,No,No,Female,Direct,0,BSERV,Noida,34,Joined
11557,3612822,No,21.189619305179946,0,E0,0.06,0.0,-0.06,No,No,Male,Direct,0,BSERV,Noida,34,Joined
11558,3612843,No,0.0,60,E2,18.28,16.13,-1.82,Yes,Yes,Female,Direct,4,AXON,Noida,34,Joined
11559,3612858,Yes,5.0,0,E1,19.57,19.57,0.0,No,No,Male,Direct,5,ETS,Chennai,34,Joined
11561,3612883,No,21.189619305179946,90,E1,44.44,28.89,-10.77,No,No,Male,Employee Referral,3,AXON,Noida,34,Not Joined
11562,3612934,No,5.0,30,E1,32.35,32.35,0.0,No,Yes,Male,Agency,3,ERS,Chennai,34,Joined
11563,3612936,Yes,35.0,0,E2,7.27,7.27,0.0,No,No,Male,Direct,9,EAS,Chennai,34,Joined
11564,3612966,Yes,2.0,0,E1,44.44,33.33,-7.69,No,No,Male,Direct,3,EAS,Chennai,34,Joined
11565,3613054,Yes,21.189619305179946,0,E0,46.17,42.86,-2.27,No,No,Male,Direct,0,BSERV,Chennai,34,Joined
11566,3613057,No,1.0,30,E1,25.0,25.0,0.0,No,No,Male,Employee Referral,7,ETS,Noida,34,Not Joined
11567,3613087,No,21.189619305179946,0,E0,55.92,42.86,-8.38,No,No,Female,Direct,0,BSERV,Chennai,34,Joined
11568,3613127,Yes,21.189619305179946,0,E0,65.66,42.86,-13.76,No,No,Male,Direct,0,BSERV,Chennai,34,Joined
11569,3613281,No,21.189619305179946,0,E0,55.92,42.86,-8.38,No,No,Female,Direct,0,BSERV,Chennai,34,Joined
11571,3613305,No,2.0,30,E1,28.21,23.08,-4.0,No,No,Female,Direct,1,INFRA,Noida,34,Not Joined
11573,3613393,Yes,21.189619305179946,90,E2,40.13,40.13,0.0,No,No,Male,Employee Referral,5,SALES,Bangalore,34,Joined
11574,3613569,No,21.189619305179946,90,E2,40.0,20.0,-14.29,No,No,Male,Direct,2,INFRA,Noida,34,Not Joined
11576,3613962,Yes,6.0,0,E2,7.14,7.14,0.0,No,No,Male,Employee Referral,8,INFRA,Chennai,34,Joined
11577,3614635,No,21.189619305179946,0,E0,46.67,46.67,0.0,No,No,Male,Direct,3,BSERV,Pune,34,Joined
11579,3617144,Yes,9.0,0,E1,29.41,17.65,-9.09,No,No,Male,Direct,9,AXON,Bangalore,34,Joined
11580,3617382,Yes,26.0,0,E2,42.86,42.86,0.0,No,No,Male,Employee Referral,4,INFRA,Noida,34,Joined
11581,3617402,Yes,10.0,0,E1,-2.99,-2.99,0.0,No,No,Male,Direct,2,CSMP,Noida,34,Joined
11583,3617521,No,21.189619305179946,0,E0,41.83766269635767,37.77201584732044,0.0,No,No,Male,Direct,0,BSERV,Chennai,34,Joined
11584,3617536,No,21.189619305179946,0,E0,55.92,42.86,-8.38,No,No,Male,Direct,0,BSERV,Chennai,34,Joined
11586,3617596,Yes,39.0,30,E1,18.75,6.25,-10.53,No,Yes,Male,Direct,3,ERS,Chennai,34,Joined
11587,3617621,Yes,34.0,30,E2,31.02,31.02,0.0,No,No,Male,Direct,7,BFSI,Mumbai,34,Not Joined
11588,3617630,No,21.189619305179946,0,E0,30.19,42.86,9.73,No,No,Male,Direct,0,BSERV,Chennai,34,Joined
11589,3617725,No,21.189619305179946,0,E0,30.19,42.86,9.73,No,No,Male,Direct,0,BSERV,Chennai,34,Joined
11592,3617755,Yes,21.189619305179946,0,E0,30.19,42.86,9.73,No,No,Male,Direct,0,BSERV,Chennai,34,Joined
11594,3617787,No,1.0,0,E1,50.0,37.5,-8.33,No,No,Male,Employee Referral,2,INFRA,Chennai,34,Not Joined
11595,3617812,No,2.0,0,E1,50.0,50.0,0.0,No,No,Male,Direct,3,INFRA,Chennai,34,Not Joined
11596,3617836,No,21.189619305179946,0,E0,16.67,22.17,4.71,No,No,Male,Direct,0,BSERV,Chennai,34,Joined
11597,3617840,No,21.189619305179946,0,E0,55.92,42.86,-8.38,No,No,Male,Direct,0,BSERV,Chennai,34,Joined
11598,3617844,No,21.189619305179946,0,E0,55.92,42.86,-8.38,No,No,Male,Direct,0,BSERV,Chennai,34,Joined
11599,3617852,Yes,21.189619305179946,0,E0,55.92,42.86,-8.38,No,No,Male,Direct,0,BSERV,Chennai,34,Joined
11600,3617855,No,21.189619305179946,0,E0,30.19,42.86,9.73,No,No,Male,Direct,0,BSERV,Chennai,34,Joined
11601,3617899,No,32.0,30,E1,57.38,45.28,-7.69,No,No,Female,Employee Referral,3,ERS,Pune,34,Joined
11602,3617907,Yes,21.189619305179946,0,E0,55.92,42.86,-8.38,No,No,Female,Employee Referral,0,BSERV,Chennai,34,Joined
11603,3617921,No,21.189619305179946,0,E0,30.19,42.86,9.73,No,No,Male,Direct,0,BSERV,Chennai,34,Joined
11604,3617938,No,21.189619305179946,0,E0,30.19,42.86,9.73,No,No,Male,Direct,0,BSERV,Chennai,34,Joined
11608,3617970,Yes,2.0,30,E1,50.0,37.5,-8.33,No,No,Male,Agency,2,INFRA,Bangalore,34,Joined
11609,3617971,No,21.189619305179946,0,E0,55.92,42.86,-8.38,No,No,Male,Direct,0,BSERV,Chennai,34,Joined
11610,3617990,Yes,21.189619305179946,0,E0,55.92,42.86,-8.38,No,No,Male,Direct,0,BSERV,Chennai,34,Joined
11612,3618167,No,21.189619305179946,0,E0,55.92,42.86,-8.38,No,No,Male,Direct,0,BSERV,Chennai,34,Joined
11613,3618179,Yes,21.189619305179946,0,E0,30.19,42.86,9.73,No,No,Male,Direct,0,BSERV,Chennai,34,Joined
11614,3618238,Yes,17.0,30,E1,42.86,42.86,0.0,No,No,Male,Direct,3,INFRA,Noida,34,Joined
11615,3618256,No,21.189619305179946,0,E0,0.01,0.0,-0.01,No,No,Male,Employee Referral,5,BSERV,Noida,34,Joined
11616,3618293,No,0.0,30,E2,35.71,39.29,2.63,Yes,No,Male,Direct,5,AXON,Bangalore,34,Joined
11617,3618301,Yes,21.189619305179946,0,E0,65.66,42.86,-13.76,No,No,Female,Employee Referral,0,BSERV,Chennai,34,Joined
11618,3618342,Yes,6.0,30,E1,25.0,25.0,0.0,No,Yes,Male,Agency,5,AXON,Noida,34,Joined
11619,3618375,No,2.0,0,E2,37.5,31.25,-4.55,No,No,Female,Agency,6,ERS,Noida,34,Joined
11620,3618570,Yes,21.189619305179946,30,E2,41.73,41.73,0.0,No,No,Female,Direct,7,CORP,Bangalore,34,Joined
11621,3618576,Yes,21.189619305179946,0,E1,12.5,12.5,0.0,No,No,Female,Direct,4,BSERV,Noida,34,Joined
11622,3618621,No,21.189619305179946,0,E1,16.67,16.67,0.0,No,No,Male,Direct,4,BSERV,Noida,34,Joined
11624,3618684,No,7.0,30,E1,42.86,42.86,0.0,No,No,Female,Direct,2,ERS,Noida,34,Joined
11629,3618776,No,7.0,0,E1,54.21,54.21,0.0,No,No,Female,Employee Referral,2,INFRA,Noida,34,Joined
11631,3619017,No,27.0,90,E1,57.89,44.74,-8.33,Yes,No,Male,Employee Referral,4,ERS,Chennai,34,Joined
11632,3619090,No,5.0,0,E1,45.16,43.55,-1.11,No,No,Male,Employee Referral,2,CSMP,Chennai,34,Joined
11633,3620251,Yes,21.189619305179946,30,E2,7.69,7.69,0.0,No,No,Female,Direct,6,CORP,Noida,34,Joined
11635,3621817,No,34.0,30,E1,70.79,70.79,0.0,No,No,Female,Direct,2,ERS,Chennai,34,Joined
11636,3622033,No,0.0,30,E1,26.98,26.98,0.0,Yes,No,Male,Direct,5,ETS,Noida,34,Not Joined
11637,3622047,Yes,18.0,0,E1,51.52,40.69,-7.14,No,No,Female,Agency,3,ERS,Pune,34,Joined
11638,3622083,Yes,21.189619305179946,0,E0,47.28,42.86,-3.0,No,No,Male,Direct,2,BSERV,Chennai,34,Joined
11639,3622112,Yes,6.0,30,E1,45.83,43.75,-1.43,No,No,Female,Employee Referral,2,ERS,Chennai,34,Joined
11640,3622179,No,1.0,60,E2,14.94,24.14,8.0,No,No,Male,Direct,5,AXON,Hyderabad,34,Joined
11641,3622218,Yes,16.0,0,E1,60.0,40.0,-12.5,No,No,Male,Direct,3,ERS,Bangalore,34,Joined
11642,3622262,No,7.0,30,E1,25.0,35.42,8.33,No,No,Male,Employee Referral,6,ETS,Noida,34,Joined
11643,3622403,Yes,38.0,45,E1,27.9,23.97,-3.08,Yes,Yes,Male,Direct,7,ERS,Chennai,34,Joined
11645,3622485,Yes,18.0,30,E1,31.4,41.28,7.52,No,Yes,Male,Direct,7,ERS,Chennai,34,Joined
11646,3622661,No,21.189619305179946,30,E1,41.83766269635767,25.0,-2.0789156941299427,No,No,Male,Direct,6,ERS,Chennai,34,Not Joined
11647,3622681,Yes,21.189619305179946,0,E0,0.04,0.0,-0.04,No,No,Male,Direct,5,BSERV,Noida,34,Joined
11648,3622683,No,0.0,30,E1,16.67,18.33,1.43,No,No,Male,Agency,2,ERS,Chennai,34,Joined
11649,3622688,Yes,12.0,30,E1,22.22,33.33,9.09,Yes,Yes,Male,Direct,4,EAS,Chennai,34,Joined
11651,3622753,No,2.0,60,E2,40.0,40.0,0.0,No,No,Male,Direct,9,INFRA,Noida,34,Joined
11653,3622788,Yes,38.0,30,E2,42.86,16.07,-18.75,No,Yes,Male,Employee Referral,6,INFRA,Noida,34,Joined
11655,3622835,Yes,9.0,60,E2,34.41,20.97,-10.0,No,No,Male,Direct,5,INFRA,Noida,34,Joined
11657,3622920,No,21.189619305179946,0,E2,35.71,35.71,0.0,Yes,No,Male,Direct,5,ETS,Bangalore,34,Not Joined
11658,3622994,No,10.0,0,E1,32.05,26.77,-4.0,No,No,Female,Agency,1,INFRA,Chennai,34,Joined
11659,3623029,Yes,21.189619305179946,0,E0,38.92,42.86,2.83,No,No,Male,Direct,1,BSERV,Chennai,34,Joined
11660,3623033,No,21.189619305179946,30,E1,66.67,66.67,0.0,No,No,Male,Agency,3,BFSI,Chennai,34,Not Joined
11662,3623183,No,1.0,30,E1,41.83766269635767,18.54,-2.0789156941299427,No,No,Male,Agency,3,INFRA,Chennai,34,Not Joined
11663,3623207,Yes,6.0,0,E2,10.26,7.69,-2.33,Yes,No,Female,Direct,8,ERS,Bangalore,34,Joined
11664,3623344,No,2.0,0,E1,50.0,50.0,0.0,No,No,Female,Employee Referral,3,INFRA,Bangalore,34,Joined
11665,3625589,No,4.0,30,E1,42.86,54.29,8.0,No,No,Female,Direct,2,INFRA,Chennai,34,Not Joined
11667,3625908,No,1.0,30,E1,60.0,60.0,0.0,No,Yes,Male,Agency,4,ERS,Chennai,34,Joined
11668,3626041,Yes,6.0,30,E1,50.0,50.0,0.0,No,Yes,Male,Agency,3,ERS,Chennai,34,Joined
11669,3627401,No,0.0,30,E2,38.3,32.98,-3.85,No,Yes,Male,Employee Referral,4,INFRA,Chennai,34,Joined
11670,3631499,No,31.0,30,E1,50.0,48.33,-1.11,No,No,Male,Agency,3,CSMP,Chennai,34,Joined
11671,3631630,No,1.0,30,E1,56.25,50.0,-4.0,No,No,Female,Direct,1,INFRA,Noida,34,Joined
11672,3631809,Yes,21.189619305179946,30,E0,47.06,47.06,0.0,No,No,Male,Direct,3,BSERV,Noida,34,Joined
11673,3631825,No,32.0,30,E1,78.57,58.93,-11.0,No,No,Male,Agency,3,CSMP,Chennai,34,Joined
11674,3631865,No,21.189619305179946,0,E0,42.86,42.86,0.0,No,No,Male,Direct,0,BSERV,Chennai,34,Joined
11676,3631910,No,21.189619305179946,0,E0,42.86,42.86,0.0,No,No,Male,Direct,0,BSERV,Chennai,34,Joined
11678,3631957,No,1.0,30,E2,30.77,29.07,-1.3,No,No,Female,Agency,3,INFRA,Noida,34,Joined
11679,3631958,Yes,21.189619305179946,0,E0,42.86,42.86,0.0,No,No,Male,Direct,0,BSERV,Chennai,34,Joined
11680,3632060,No,21.189619305179946,0,E0,41.83766269635767,42.86,-2.0789156941299427,No,No,Male,Direct,0,BSERV,Chennai,34,Not Joined
11681,3632074,No,21.189619305179946,0,E0,42.86,42.86,0.0,No,No,Male,Direct,0,BSERV,Chennai,34,Joined
11682,3632098,No,21.189619305179946,0,E0,41.83766269635767,42.86,-2.0789156941299427,No,No,Male,Direct,0,BSERV,Chennai,34,Not Joined
11683,3632102,Yes,21.189619305179946,0,E0,66.67,38.44,-16.93,No,No,Female,Employee Referral,2,BSERV,Chennai,34,Joined
11684,3632133,No,0.0,0,E1,50.0,47.5,-1.67,No,No,Male,Agency,3,ERS,Bangalore,34,Joined
11685,3632188,Yes,21.189619305179946,0,E0,42.86,42.86,0.0,No,No,Male,Direct,0,BSERV,Chennai,34,Joined
11686,3632190,Yes,21.189619305179946,0,E0,55.92,42.86,-8.38,No,No,Female,Employee Referral,0,BSERV,Chennai,34,Joined
11687,3632237,No,1.0,30,E2,75.0,75.0,0.0,No,No,Male,Direct,2,INFRA,Chennai,34,Joined
11688,3632238,No,21.189619305179946,0,E1,22.22,22.22,0.0,No,No,Female,Direct,3,CORP,Bangalore,34,Joined
11689,3632244,Yes,21.189619305179946,0,E0,42.86,42.86,0.0,No,No,Male,Direct,0,BSERV,Chennai,34,Joined
11690,3632264,Yes,21.189619305179946,0,E0,42.86,42.86,0.0,No,No,Male,Direct,0,BSERV,Chennai,34,Joined
11691,3632289,No,21.189619305179946,0,E0,42.86,42.86,0.0,No,No,Male,Direct,0,BSERV,Chennai,34,Joined
11692,3632418,Yes,23.0,30,E1,33.33,33.33,0.0,No,No,Male,Agency,4,ERS,Bangalore,34,Joined
11693,3632443,No,21.189619305179946,0,E0,42.86,42.86,0.0,No,No,Female,Direct,0,BSERV,Chennai,34,Joined
11694,3632490,No,3.0,60,E2,50.0,25.0,-16.67,No,No,Male,Employee Referral,5,INFRA,Chennai,34,Joined
11695,3632492,No,2.0,0,E2,30.0,25.0,-3.85,No,No,Male,Agency,8,BFSI,Bangalore,34,Not Joined
11697,3632509,Yes,21.189619305179946,0,E0,55.92,42.86,-8.38,No,No,Male,Employee Referral,0,BSERV,Chennai,34,Joined
11698,3632595,No,21.189619305179946,0,E0,74.0,74.0,0.0,No,No,Female,Employee Referral,0,BSERV,Hyderabad,34,Not Joined
11699,3632739,No,21.0,60,E1,75.68,70.27,-3.08,No,No,Male,Agency,4,BFSI,Bangalore,34,Joined
11700,3632819,No,5.0,30,E2,35.57,35.57,0.0,No,No,Female,Agency,8,BFSI,Bangalore,34,Joined
11702,3632880,Yes,36.0,0,E2,7.73,7.73,0.0,No,No,Male,Agency,7,BFSI,Chennai,34,Joined
11703,3632913,Yes,6.0,30,E1,54.29,42.86,-7.41,No,No,Male,Direct,3,ERS,Bangalore,34,Joined
11704,3632925,Yes,13.0,60,E2,32.92,32.92,0.0,No,No,Male,Agency,5,BFSI,Chennai,34,Joined
11705,3632938,Yes,21.0,30,E1,14.16,14.16,0.0,No,No,Female,Agency,5,BFSI,Bangalore,34,Joined
11706,3632941,No,2.0,0,E1,44.0,50.0,4.17,No,Yes,Male,Agency,1,ERS,Chennai,34,Joined
11707,3632955,No,19.0,0,E1,13.48,-7.88,-18.82,Yes,Yes,Male,Agency,3,ERS,Chennai,34,Joined
11708,3633236,Yes,24.0,60,E1,28.57,28.57,0.0,No,No,Male,Employee Referral,5,EAS,Chennai,34,Joined
11709,3633552,No,21.189619305179946,30,E2,50.0,50.0,0.0,No,No,Male,Direct,3,SALES,Chennai,34,Joined
11711,3633837,Yes,35.0,30,E2,22.81,22.81,0.0,No,Yes,Male,Employee Referral,4,INFRA,Chennai,34,Joined
11713,3636560,No,2.0,30,E1,50.0,65.0,10.0,No,No,Male,Agency,2,INFRA,Chennai,34,Joined
11714,3636627,No,21.189619305179946,30,E1,52.78,47.22,-3.64,No,No,Male,Agency,4,ERS,Bangalore,34,Not Joined
11716,3636801,Yes,11.0,0,E2,52.44,46.34,-4.0,Yes,No,Male,Direct,8,AXON,Hyderabad,34,Joined
11717,3636829,No,21.189619305179946,0,E2,40.93,37.93,-2.13,Yes,No,Male,Employee Referral,4,SALES,Noida,34,Joined
11719,3636853,No,24.0,30,E2,44.44,38.89,-3.85,No,Yes,Male,Employee Referral,4,INFRA,Chennai,34,Joined
11721,3636903,No,21.189619305179946,30,E1,5.26,-5.26,-10.0,No,No,Male,Agency,3,ERS,Bangalore,34,Not Joined
11723,3637019,No,21.189619305179946,0,E0,42.86,42.86,0.0,No,No,Male,Direct,0,BSERV,Chennai,34,Joined
11724,3637036,No,8.0,30,E1,39.71,32.35,-5.26,No,Yes,Male,Direct,3,ERS,Chennai,34,Joined
11725,3637045,No,21.189619305179946,0,E0,41.83766269635767,42.86,-2.0789156941299427,No,No,Male,Direct,0,BSERV,Chennai,34,Not Joined
11726,3637060,No,21.189619305179946,0,E0,30.19,42.86,9.73,No,No,Male,Direct,0,BSERV,Chennai,34,Joined
11727,3637297,No,21.189619305179946,0,E0,30.19,42.86,9.73,No,No,Male,Direct,0,BSERV,Chennai,34,Joined
11728,3637313,No,8.0,30,E1,66.67,66.67,0.0,No,No,Male,Employee Referral,1,INFRA,Kolkata,34,Joined
11729,3637332,No,21.189619305179946,0,E0,42.86,42.86,0.0,No,No,Male,Direct,0,BSERV,Chennai,34,Joined
11730,3637334,No,0.0,0,E1,20.37,33.33,10.77,No,No,Female,Agency,1,ERS,Chennai,34,Joined
11731,3637335,No,21.189619305179946,0,E0,12.0,0.8,-10.0,Yes,No,Female,Employee Referral,4,BSERV,Hyderabad,34,Not Joined
11732,3637338,Yes,21.189619305179946,0,E0,42.86,42.86,0.0,No,No,Female,Direct,0,BSERV,Chennai,34,Joined
11733,3637341,No,21.189619305179946,0,E0,42.86,42.86,0.0,No,No,Female,Direct,0,BSERV,Chennai,34,Joined
11734,3637344,No,21.189619305179946,0,E0,42.86,42.86,0.0,No,No,Male,Direct,0,BSERV,Chennai,34,Joined
11735,3637350,No,21.189619305179946,0,E0,30.19,42.86,9.73,No,No,Male,Direct,0,BSERV,Chennai,34,Joined
11736,3637367,No,21.189619305179946,30,E2,41.18,29.41,-8.33,No,No,Male,Direct,7,ETS,Noida,34,Not Joined
11737,3637393,No,1.0,45,E1,50.0,41.67,-5.56,No,Yes,Male,Direct,2,ERS,Chennai,34,Joined
11740,3637428,No,32.0,30,E1,26.51,6.02,-16.19,No,No,Male,Direct,4,AXON,Hyderabad,34,Joined
11743,3637501,Yes,30.0,30,E1,45.45,36.36,-6.25,No,No,Male,Employee Referral,4,EAS,Gurgaon,34,Joined
11745,3637541,Yes,5.0,45,E1,38.16,38.16,0.0,No,Yes,Male,Direct,3,ERS,Chennai,34,Joined
